1,184,8,20,140,8,24,240,8,16
2,150,8,20,130,8,24,240,8,16
1,184,8,20,140,8,24,240,8,16
2,130,8,20,122,8,24,240,8,16
1,185,8,20,140,8,24,240,8,16
2,170,8,20,120,8,24,240,8,16
1,186,8,20,140,8,24,240,8,16
2,176,8,20,120,8,24,240,8,16

